dominant_freq,peak_freq,total_power,avg_power,spectral_centroid,spectral_bandwidth,spectral_flatness,spectral_slope,spectral_roll_off
0.0078125,0.0078125,0.0,0.0,1.0,0.0,0.9999999999998002,0.0,0.0078125
0.2890625,0.2890625,114288477.43,892878.729921875,-0.008218707223676569,0.33355658246842285,0.7279785531475433,-38.75037376870584,-0.2578125
-0.1171875,-0.1171875,357824231.51,2795501.808671875,-0.004114582397277925,0.2791322991962695,0.7863137810431389,-2.954373463495736,-0.1640625
-0.140625,-0.140625,567484517.76,4433472.795,-0.001369000556152188,0.24768324797689573,0.7612812580360109,51.84638998113421,-0.125
-0.140625,-0.140625,728783287.75,5693619.435546875,-0.002134452615436463,0.23152067323557532,0.719646775069736,39.38672901484903,-0.1171875
0.0546875,0.0546875,897608056.3100001,7012562.9399218755,-0.002201550113332484,0.2199318326661177,0.7068155338676957,43.71951560831404,-0.09375
-0.0546875,-0.0546875,967249154.56,7556634.02,-0.0015686119428152967,0.21505551139311996,0.7198557884050691,59.992664646805714,-0.0859375
0.0546875,0.0546875,1019369979.7499999,7963827.966796874,-8.979646003267171e-05,0.21780771078983258,0.6696339433619697,94.59673748999418,-0.078125
0.0546875,0.0546875,1075044487.96,8398785.0621875,-0.00015188392171295383,0.2064041287213334,0.6680382138900347,92.52559791823337,-0.078125
0.0546875,0.0546875,1189024655.11,9289255.118046874,-0.00017839681643905614,0.21374003978128328,0.68675180838844,95.70452655186524,-0.078125
0.109375,0.109375,1290650823.03,10083209.554921875,-0.000788985769640886,0.1975481377720479,0.6384221685818685,83.88792755041986,-0.0546875
0.046875,0.046875,1310065967.0,10234890.3671875,-0.0007268106212504547,0.20851760765191424,0.6922182922690591,87.78993451288417,-0.0625
0.0703125,0.0703125,1219328741.7600002,9526005.795000002,-0.0009563798897376597,0.2043403737559685,0.6554329743271742,79.06850767548075,-0.0625
0.0703125,0.0703125,1343446483.04,10495675.64875,-0.00019438904296216852,0.20865913322951316,0.6860783181180635,104.5155213280455,-0.0703125
0.0703125,0.0703125,1363363317.6000004,10651275.918750003,-0.0014538832370447345,0.20581297268223694,0.6561078932903307,65.97275437189356,-0.0703125
0.0390625,0.0390625,1445660318.0799997,11294221.234999998,-0.0023555139496024852,0.21187760889606116,0.6307661682044767,41.96097465448198,-0.0625
0.0390625,0.0390625,1618559129.44,12644993.19875,-0.0010028905135236466,0.19687370789071337,0.6192756263468135,87.55586662979866,-0.0625
0.0390625,0.0390625,1476894837.59,11538240.918671874,-0.004769847385805252,0.20469413512619503,0.6632022038856409,-23.934120483065847,-0.0625
-0.0390625,-0.0390625,1470797694.5600002,11490606.988750001,-0.0006982378814883704,0.19506740769930414,0.6148884887930754,95.54438460567398,-0.0546875
