dominant_freq,peak_freq,total_power,avg_power,spectral_centroid,spectral_bandwidth,spectral_flatness,spectral_slope,spectral_roll_off
0.0078125,0.0078125,0.0,0.0,1.0,0.0,0.9999999999998002,0.0,0.0078125
0.2890625,0.2890625,114271253.67000002,892744.1692968751,-0.008218510090179692,0.33355618745257565,0.7280268189879407,-38.74463481822111,-0.2578125
-0.1171875,-0.1171875,357793026.55,2795258.019921875,-0.004112108712690323,0.2791225875969996,0.7869029492293942,-2.9133734145484547,-0.1640625
-0.140625,-0.140625,566878853.12,4428741.04,-0.001355848794191034,0.24757926992030904,0.7512936321820906,52.1711894393222,-0.125
-0.140625,-0.140625,726934092.3900001,5679172.596796876,-0.001975182479838119,0.23179812024263155,0.7144780512896294,42.87795015372919,-0.1171875
0.0546875,0.0546875,891661099.6700001,6966102.341171876,-0.002275297661079703,0.2209045514200511,0.7190424966841737,41.798969736322,-0.09375
0.0546875,0.0546875,961822039.0,7514234.6796875,-0.0016611882352069438,0.2147271074683225,0.7090775346360185,57.18374054787885,-0.0859375
0.0546875,0.0546875,1028593063.5100002,8035883.308671877,-0.0002279682964182315,0.21812187150498413,0.6711481172738892,91.90570600892399,-0.078125
0.0546875,0.0546875,1074101875.1899998,8391420.899921874,-0.00011170515911480352,0.20640418903324043,0.665867993509719,93.59002147042844,-0.078125
0.0546875,0.0546875,1192870737.11,9319302.633671874,-0.00039601144860366456,0.21396940729844016,0.6902676849664838,90.1626301775944,-0.078125
0.109375,0.109375,1289226875.7999997,10072084.967187498,-0.0011012926988767545,0.19993584645435145,0.6637659775386567,75.61013461693096,-0.0546875
0.046875,0.046875,1356544078.6800005,10598000.614687504,-0.0007184456063069368,0.20699353428615533,0.6793099295356734,88.70750143176481,-0.0625
0.0703125,0.0703125,1217028213.4299998,9508032.917421874,-0.0008467227992851183,0.20485935561574098,0.6574051273567114,81.79833224022012,-0.0546875
0.0703125,0.0703125,1342298344.9599998,10486705.819999998,-0.0001273256007487966,0.20825236385802845,0.6816645006619728,105.47736666894599,-0.0703125
0.0703125,0.0703125,1372632158.56,10723688.73875,-0.0012100933701703633,0.20548251591253633,0.6347558902744558,72.21428395321041,-0.0625
0.0390625,0.0390625,1473664167.59,11513001.309296874,-0.001823309307250514,0.20843697127035915,0.6401677591662064,56.686163413471164,-0.0625
0.0390625,0.0390625,1635737116.1600003,12779196.220000003,-0.0009401462284678398,0.1964894943990612,0.6382157640530087,90.43543246728484,-0.0625
0.0390625,0.0390625,1484918284.64,11600924.09875,-0.00469022801358995,0.20466228987451468,0.660047443770745,-21.660398081741505,-0.0625
