dominant_freq,peak_freq,total_power,avg_power,spectral_centroid,spectral_bandwidth,spectral_flatness,spectral_slope,spectral_roll_off
0.0078125,0.0078125,0.0,0.0,1.0,0.0,0.9999999999998002,0.0,0.0078125
0.2890625,0.2890625,115691023.20000002,903836.1187500001,-0.007387754160801307,0.3320960486993615,0.7095621037644386,-31.083863975725635,-0.2578125
0.1640625,0.1640625,334021959.1900001,2609546.556171876,-0.0023076317259126747,0.28022201369711464,0.7226520014488634,25.62905113832885,-0.1640625
0.1171875,0.1171875,496354035.8,3877765.9046875,-0.001898683810294005,0.2569245910229382,0.7454442056740077,37.79452890076836,-0.140625
0.140625,0.140625,632014500.9599999,4937613.288749999,-0.0015089063177670663,0.24297385833179705,0.7551718253708471,50.07376345512209,-0.125
0.1484375,0.1484375,730670484.7099999,5708363.161796874,-0.0027355511344398743,0.23130697131769343,0.7616595332065108,27.945222044085426,-0.109375
-0.0546875,-0.0546875,731236652.4699999,5712786.347421874,-0.002411296513073661,0.23200224576270706,0.767072857577533,34.45159959731008,-0.1015625
0.0546875,0.0546875,793045160.23,6195665.314296875,-0.0006542464914615915,0.23175964914474315,0.6942046765556973,72.65813344175994,-0.0859375
0.0546875,0.0546875,858393654.8800001,6706200.428750001,-0.0014021068840528832,0.22345989048100023,0.7336738444638875,57.51248720796111,-0.0859375
0.0546875,0.0546875,897348348.12,7010533.9696875,-0.0005029307296010905,0.2253744265459583,0.7457257478784097,80.08618299143059,-0.0859375
0.0546875,0.0546875,925194246.55,7228080.051171875,-0.0005587966362292472,0.2182435841782581,0.7421528879971236,83.40492501012982,-0.078125
0.046875,0.046875,891599359.9599999,6965619.999687499,-0.00041904927875150745,0.22018467796504002,0.7311205460485327,84.21856060153371,-0.0703125
0.0703125,0.0703125,791379074.07,6182649.016171875,-0.001424097152871855,0.2232317449334771,0.727021080484213,55.97602211722909,-0.0703125
0.0703125,0.0703125,751599048.2800001,5871867.564687501,-0.0005282937188662006,0.22250681529504,0.7316879485145649,75.25475182807169,-0.0703125
0.0703125,0.0703125,705461765.1200001,5511420.040000001,-0.0017745376393140913,0.227477218021721,0.7158669984709712,44.718183608622866,-0.0703125
0.0703125,0.0703125,655739186.5199997,5122962.394687498,-0.0015407780037329049,0.2232488214629196,0.756911414811314,49.37121011939223,-0.0703125
0.0234375,0.0234375,592324683.03,4627536.586171875,-0.0023479688790851074,0.2263814796573721,0.6963868708508522,31.392538251768745,-0.0625
0.0234375,0.0234375,455279040.2300001,3556867.5017968756,-0.007972741548101295,0.23042427565367732,0.7213954916747355,-70.62049341309529,-0.0625
0.0234375,0.0234375,375320131.16,2932188.5246875,-0.0006257692459455085,0.22151784743680664,0.7164605487763097,52.09115343942001,-0.0546875
0.0234375,0.0234375,278088308.9499998,2172564.9136718735,-0.0005859968857252316,0.21971596183604775,0.704452749465813,43.0253087658578,-0.0546875
0.0234375,0.0234375,181049924.55,1414452.535546875,-0.006203610350761941,0.23706421735694352,0.7585085585524247,-25.093805667327697,-0.0625
