dominant_freq,peak_freq,total_power,avg_power,spectral_centroid,spectral_bandwidth,spectral_flatness,spectral_slope,spectral_roll_off
0.0078125,0.0078125,0.0,0.0,1.0,0.0,0.9999999999998002,0.0,0.0078125
-0.2890625,-0.2890625,114201161.56000002,892196.5746875001,-0.008214401817118796,0.33354720460417564,0.727754492603307,-38.695083280438766,-0.2578125
-0.1171875,-0.1171875,357610653.28000003,2793833.2287500002,-0.004106358467475753,0.27916738535021424,0.7883197891261456,-2.817198455994478,-0.1640625
0.140625,0.140625,569333313.1199999,4447916.508749999,-0.0011086194904130376,0.24796760215618974,0.7595297846873712,57.40717656776122,-0.125
0.140625,0.140625,719181242.7099999,5618603.458671874,-0.002143984264107056,0.23160817247643165,0.724472233821957,39.12973306947793,-0.1171875
-0.0546875,-0.0546875,889357204.4399999,6948103.1596874995,-0.00212446352632038,0.22149715300609596,0.7238294086191074,45.62651408113194,-0.1015625
-0.0546875,-0.0546875,958817859.8,7490764.5296875,-0.00170007952259847,0.21497587311111682,0.7121998997643072,56.15436254926782,-0.0859375
0.0546875,0.0546875,1038523642.2400001,8113465.955000001,-0.0002367784913611541,0.21778814288394965,0.6715446993419615,92.15851209334988,-0.078125
0.0546875,0.0546875,1080181197.67,8438915.606796876,-9.985723662435836e-05,0.2059895439047127,0.6600107683952265,93.850252115413,-0.078125
0.0546875,0.0546875,1197635419.9999998,9356526.718749998,-0.0005723428961484595,0.2135150845440979,0.6924581959980112,85.3207958732158,-0.078125
0.0546875,0.0546875,1310495680.0,10238247.5,-0.0006622979596052771,0.19797500824907646,0.6557218845483285,87.05894824149809,-0.0546875
0.046875,0.046875,1365300560.4800003,10666410.628750002,-0.0010414246770920493,0.20601656054642428,0.6894835802132391,80.08068980641147,-0.0625
0.0703125,0.0703125,1234516032.9199998,9644656.507187499,-0.0007987193716101155,0.20382310924141933,0.6535785021324689,83.62245546406551,-0.0546875
0.0703125,0.0703125,1372461355.8000002,10722354.342187501,-0.00042342007659172237,0.20693662144365912,0.676360846471258,97.71638991669465,-0.0703125
-0.0703125,-0.0703125,1397589735.43,10918669.808046876,-0.0010033856742221003,0.20727131967056361,0.6460503231802127,78.52058463360581,-0.0625
0.0390625,0.0390625,1526309660.71,11924294.224296875,-0.0011508380912085277,0.20452624805034597,0.6167463601868178,75.1878467152083,-0.0546875
0.0390625,0.0390625,1667800874.08,13029694.32875,-0.0011996616425205915,0.19415198435698316,0.604323433648901,82.08450225543112,-0.0546875
0.0390625,0.0390625,1536251124.3099997,12001961.908671873,-0.0045380976571495184,0.2022684669842059,0.6429399427932875,-17.433501593669938,-0.0546875
0.0390625,0.0390625,1502288467.8399992,11736628.654999994,-0.0007069428394519745,0.19596420210395185,0.6182256181970137,95.27087637053603,-0.0546875
0.03125,0.03125,1800640848.7099996,14067506.630546872,-0.0024405399161596423,0.19909183014317253,0.6690720096313718,46.850138792564344,-0.0546875
0.0390625,0.0390625,1695807409.27,13248495.384921875,-0.0009853267839037652,0.2007294939741812,0.6446550195838857,90.36621890192785,-0.0546875
-0.0390625,-0.0390625,1618864478.0700002,12647378.734921876,-0.0022429366031233313,0.1967882369052257,0.6178689163783687,50.1887248489987,-0.0546875
0.0390625,0.0390625,1729849435.4800003,13514448.714687502,-0.001107777213618962,0.1968543000745893,0.6551035057127169,87.23153405784076,-0.046875
0.0390625,0.0390625,1813220612.9499998,14165786.038671874,-0.0009262787061417271,0.1909557503036625,0.5797421218791631,90.24853428100096,-0.046875
-0.015625,-0.015625,1713508515.4800003,13386785.277187502,-0.00018199729559684763,0.18477282227944103,0.5896670614469222,112.58165417201108,-0.046875
0.015625,0.015625,1643724546.7100003,12841598.021171877,-0.001842383693454125,0.20488652897539564,0.6559769753102255,64.29093982134816,-0.046875
-0.015625,-0.015625,1436579875.8000002,11223280.279687501,-0.0015661657987102288,0.19933268327977677,0.6553646387274663,68.33757953564307,-0.046875
0.0234375,0.0234375,1568061099.19,12250477.337421875,-0.0013608613628380327,0.1924127351216282,0.6512213728649214,75.66958510434588,-0.0390625
-0.0234375,-0.0234375,1442367330.8700001,11268494.772421876,-0.0019189537647206257,0.20367686740061824,0.6918163697260576,58.44377618766974,-0.046875
0.0234375,0.0234375,1455029467.91,11367417.718046876,-0.0021113331175329495,0.21181377423197012,0.6952597987008299,51.83268791391103,-0.046875
0.0234375,0.0234375,1583493360.0,12371041.875,-0.0018713602729139285,0.20064798928147531,0.6363417838387093,57.93354873586637,-0.046875
-0.0234375,-0.0234375,1664916099.6799998,13007157.028749999,-0.001162205933326011,0.19676500713035613,0.639714391270978,79.28588327836104,-0.0390625
-0.0234375,-0.0234375,1497556468.7099996,11699659.911796872,-0.0010593160764799615,0.1958344512568388,0.6428713230396268,75.22359786343262,-0.03125
-0.0234375,-0.0234375,1213615380.7099998,9481370.161796873,-0.002710723526842722,0.20517980415329914,0.669188960420699,30.11148221261682,-0.0390625
0.0078125,0.0078125,894331184.0,6986962.375,-0.0012667952832526761,0.21496969692175139,0.7118238345465278,64.0891867979476,-0.0625
0.0546875,0.0546875,810270405.6699998,6330237.544296874,-0.0012331867666592934,0.22283575598910496,0.7475015365062975,63.96130474581164,-0.0703125
0.0234375,0.0234375,866644809.6700002,6770662.5755468765,-0.00034351978440953806,0.2106441488687362,0.6752306365233298,84.78672560085772,-0.0625
0.0234375,0.0234375,1107992801.7500002,8656193.763671877,-0.0013179509999012209,0.20576256094271425,0.7097986556815864,68.42359376862404,-0.0546875
0.0234375,0.0234375,1375408251.4799995,10745376.964687496,-0.0008834284857696284,0.19512505044321565,0.657889964722546,84.25769521632135,-0.046875
0.0234375,0.0234375,1141039051.7999995,8914367.592187496,-0.0011634936927025345,0.2070323332072161,0.7004116658682078,73.97632658435063,-0.0546875
0.0234375,0.0234375,1027075595.48,8024028.0896875,-0.0008714355916556152,0.20977954223782985,0.681641308229867,80.01390646821737,-0.0703125
0.078125,0.078125,991880013.92,7749062.60875,-0.0007127943179653463,0.21400891643221112,0.7321327179864948,84.47871812296628,-0.078125
0.078125,0.078125,1084022935.0400002,8468929.180000002,-0.0019059952508345378,0.21659207868493904,0.7223965693989713,53.33952451871662,-0.078125
0.0234375,0.0234375,1100780144.64,8599844.88,-0.0015349971107996498,0.21692636220865966,0.6735303602684192,59.41838187215065,-0.078125
0.0234375,0.0234375,1097344336.71,8573002.630546875,-0.0014343382293760872,0.21646980116357967,0.6994841594250149,62.53135749803139,-0.078125
0.0859375,0.0859375,1136713739.11,8880576.086796874,-0.00013536666684645495,0.1918016288111752,0.5824049713889214,95.44777581429598,-0.078125
0.109375,0.109375,1108055627.5099998,8656684.589921873,-0.0003425795094572527,0.20359608279015345,0.6748986818135152,93.40321587880469,-0.078125
0.0234375,0.0234375,1195121927.0399997,9336890.054999998,-0.0007121903798955339,0.20967376010606198,0.6721819357874917,85.3727988161389,-0.0703125
0.0234375,0.0234375,1249080548.1499999,9758441.782421874,-0.001040693040117668,0.19638366833356216,0.6770742074185091,82.15334038830956,-0.0625
0.0703125,0.0703125,1126956515.8000002,8804347.779687501,-0.002302029222452777,0.19983622842586599,0.6598183203572356,43.43572182459791,-0.0703125
0.0703125,0.0703125,1152653531.5200002,9005105.715000002,-1.1973684404048122e-05,0.20860056371981228,0.6813465139707727,104.49438750708163,-0.0703125
0.0625,0.0625,979755016.31,7654336.064921875,-0.0007511130520741162,0.2168333174653118,0.7235487228641594,79.27582602496769,-0.0703125
0.09375,0.09375,959701972.3200002,7497671.658750001,-8.785669610781869e-05,0.21279370901857167,0.6712877026213178,97.35020219531859,-0.0859375
0.0703125,0.0703125,923631225.1099999,7215868.946171874,-0.0011999694438789776,0.22185038235718993,0.6609151332450555,66.26140175726533,-0.0859375
0.0703125,0.0703125,1002507234.5199999,7832087.769687499,-0.00021491425883414191,0.22035706403726968,0.7350185784048573,96.45104051171221,-0.078125
0.0703125,0.0703125,1108663733.1200001,8661435.415000001,-0.0020669166445935073,0.21040453477341375,0.675212853322103,48.80992035700039,-0.0703125
0.0546875,0.0546875,1008272066.47,7877125.519296875,-0.0036003284049004355,0.20477067306907634,0.6610107673242133,8.484692502177154,-0.0703125
0.0546875,0.0546875,885604539.51,6918785.464921875,-0.0018403172645259933,0.21589690789007324,0.7285170966303599,52.27086090539759,-0.078125
-0.109375,-0.109375,758116000.6399999,5922781.254999999,-0.0007070496302784847,0.22364695371205967,0.7193644715336017,74.18110643779787,-0.1015625
0.109375,0.109375,634206909.11,4954741.477421875,-0.0006096529280052228,0.23918666488436943,0.7361833425232498,70.23073791377713,-0.109375
-0.1328125,-0.1328125,510252178.55,3986345.144921875,-0.00011521949991759499,0.2514826765224281,0.7651668620109164,73.85887250313256,-0.1328125
0.1953125,0.1953125,347807588.23,2717246.783046875,-0.0022077839335272863,0.28034369949309196,0.8306542285915203,29.71478733023669,-0.171875
0.453125,0.453125,125484523.19,980347.837421875,-0.004974871028334546,0.33814678726519387,0.7656944535773823,-9.900016527771632,-0.2421875
0.0078125,0.0078125,0.0,0.0,1.0,0.0,0.9999999999998002,0.0,0.0078125
