dominant_freq,peak_freq,total_power,avg_power,spectral_centroid,spectral_bandwidth,spectral_flatness,spectral_slope,spectral_roll_off
0.0078125,0.0078125,0.0,0.0,1.0,0.0,0.9999999999998002,0.0,0.0078125
0.2890625,0.2890625,114471855.2,894311.36875,-0.008186453806749315,0.33353886805532434,0.7286161162125148,-38.50049271405585,-0.2578125
-0.1171875,-0.1171875,358351661.98999995,2799622.3592968746,-0.004204755210811475,0.27928972689579956,0.782403867625798,-4.445647732200644,-0.1640625
0.140625,0.140625,568543794.7900001,4441748.396796876,-0.0012797378613383335,0.24768800534455437,0.7528971789283044,53.62358619798044,-0.125
0.140625,0.140625,730298508.7900001,5705457.099921876,-0.00225710735753015,0.23179762724423697,0.7189218478494238,36.65882109134273,-0.1171875
0.0546875,0.0546875,883380878.6299998,6901413.114296873,-0.0022121295541759315,0.22095501137609913,0.697975010181623,42.938146088448484,-0.1015625
0.0546875,0.0546875,959134105.6000003,7493235.200000002,-0.001479202275984963,0.21656887402448832,0.7394575983831876,62.68683530232925,-0.0859375
0.0546875,0.0546875,1001458052.44,7823891.0346875,-0.0002498819907656085,0.2184452397252582,0.66753971273481,90.06009633939264,-0.078125
0.0546875,0.0546875,1054186885.9100001,8235835.046171876,-0.0004941584999506766,0.2076825587063868,0.6683230407899943,83.70834850053046,-0.078125
0.0546875,0.0546875,1173235325.6699998,9165900.981796874,-0.00021168419743732323,0.213070196905198,0.6696095050882832,93.80034890686136,-0.078125
0.0546875,0.0546875,1308673885.75,10224014.732421875,-0.00036900391372011044,0.19642864834922344,0.6235999142897045,96.0491944922764,-0.0625
-0.046875,-0.046875,1288506149.75,10066454.294921875,-0.0007905102568758835,0.20761372067753317,0.6854257002944438,86.11127472572458,-0.0703125
0.0703125,0.0703125,1216340225.27,9502658.009921875,-0.0010064636446393423,0.20260982960927318,0.6239656214337786,77.40664610806225,-0.0625
0.0703125,0.0703125,1349178049.1200001,10540453.508750001,-0.0004828502207726948,0.2077059229415921,0.6901866307154316,96.78197112500155,-0.0703125
0.0703125,0.0703125,1376911557.5899997,10757121.543671872,-0.001493307660028276,0.20554732482683455,0.6588633104443917,65.24411836325653,-0.0703125
-0.0703125,-0.0703125,1437788842.07,11232725.328671874,-0.0025328780515947356,0.2120689205109805,0.6297999495502089,37.26840733334247,-0.0625
-0.0390625,-0.0390625,1584620159.2700002,12379844.994296877,-0.0011723438517484118,0.1988388512886178,0.6211807319520022,81.68483427572485,-0.0625
0.0390625,0.0390625,1484906001.56,11600828.1371875,-0.004791296288187991,0.20405412905607237,0.6628868259927919,-24.555123911050046,-0.0625
0.0390625,0.0390625,1458484483.0300004,11394410.023671879,-0.0005601820814010958,0.1940711518697021,0.6198486306376338,99.32834235474972,-0.0546875
0.03125,0.03125,1680980820.63,13132662.661171876,-0.0020089288355962308,0.20230357461638432,0.6708808163024355,58.89813164466021,-0.0546875
0.09375,0.09375,1562185245.28,12204572.22875,-0.0010905277796688189,0.2029287985774622,0.6483545191465044,85.45629575453293,-0.0546875
0.03125,0.03125,1433272430.7099998,11197440.864921873,-0.0026647174151183564,0.19874587683512787,0.6421911495225665,36.65539248989497,-0.0546875
0.0390625,0.0390625,1613815284.9500008,12607931.913671881,-0.0008163311147323355,0.19728009127595766,0.675253125740848,94.71000142595317,-0.0546875
0.09375,0.09375,1691193184.07,13212446.750546874,-0.0006432517090017142,0.1936315448264806,0.6200761644782621,97.7192250197876,-0.0546875
0.015625,0.015625,1574993934.31,12304640.111796875,-0.0012763821080193157,0.19004251714909273,0.6161977092824326,78.28133645427808,-0.0546875
-0.0234375,-0.0234375,1426891440.2800002,11147589.377187502,-0.0017166650547308744,0.2114951093919503,0.6753260450624948,65.15529553969343,-0.0546875
0.0234375,0.0234375,1243328502.79,9713503.928046875,-0.0016624177035186086,0.20630934409156929,0.67017651350237,61.26046131934829,-0.046875
0.0234375,0.0234375,1354107857.76,10578967.63875,-0.0013590719040763252,0.1995629722949819,0.6579339242861776,70.67339676104514,-0.046875
0.0234375,0.0234375,1477582765.5900002,11543615.356171876,-0.0013375669787523518,0.20413665643296633,0.6722556061733705,72.43601950221912,-0.046875
0.0234375,0.0234375,1607155653.4000003,12555903.542187503,-0.002998064901005156,0.20689363350122505,0.6342106172469356,26.024197484973172,-0.0390625
0.0234375,0.0234375,1578563125.0799994,12332524.414687496,-0.00016241594899677953,0.1939934213762205,0.6257110988481709,101.31942021874356,-0.03125
0.03125,0.03125,1369987683.8300004,10703028.779921878,-0.00017867369740152153,0.19616298608228264,0.6301736680812302,95.54917920274724,-0.0390625
0.0234375,0.0234375,1146112531.8400002,8954004.155000001,-4.390189220325638e-05,0.20329319645142185,0.6379323769829799,95.61130338525292,-0.0546875
0.03125,0.03125,1077025164.64,8414259.09875,-0.0019776711737260664,0.20258340215228204,0.6499757209262182,46.91705776734103,-0.046875
-0.03125,-0.03125,917842400.3900005,7170643.753046879,-0.0006028906581727018,0.2117687860523304,0.7024148124791518,79.61420100295281,-0.0625
-0.03125,-0.03125,1003802847.8400002,7842209.748750001,-0.0008009276291136397,0.2133825990772945,0.6807174334932049,74.55936923138297,-0.0625
0.0234375,0.0234375,1163519616.0699997,9089997.000546873,-0.002130422728141772,0.2030028611301379,0.6842404477047159,45.90980463779571,-0.0546875
0.0234375,0.0234375,1415234329.8799999,11056518.202187499,-0.0008952402556945262,0.2030535069730669,0.6677755073980898,84.60828868419217,-0.046875
0.0234375,0.0234375,1402689759.3199997,10958513.744687498,-0.00011221829228421578,0.19790929237543306,0.6604783528786864,108.32831829595412,-0.046875
